,SN,Bad,Bad Critical,Critical Pass Rate,Good,Ignored,Pass Rate
526,FR320021010016,7,1,0.9090909090909091,82,1,0.9213483146067416
527,FR320021010017,8,2,0.8181818181818182,81,1,0.9101123595505618
528,FR320021010018,5,1,0.9090909090909091,84,1,0.9438202247191011
529,FR320021010019,7,1,0.9090909090909091,82,1,0.9213483146067416
530,FR320021010020,6,2,0.8181818181818182,83,1,0.9325842696629213
531,FR320021010021,6,2,0.8181818181818182,83,1,0.9325842696629213
532,FR320021010022,7,1,0.9090909090909091,82,1,0.9213483146067416
533,FR320021010023,8,2,0.8181818181818182,81,1,0.9101123595505618
534,FR320021010024,6,2,0.8181818181818182,83,1,0.9325842696629213
535,FR320021010025,5,1,0.9090909090909091,84,1,0.9438202247191011
536,FR320021010026,11,3,0.7272727272727273,78,1,0.8764044943820225
537,FR320021010027,8,2,0.8181818181818182,81,1,0.9101123595505618
538,FR320021010028,7,1,0.9090909090909091,82,1,0.9213483146067416
539,FR320021010029,7,2,0.8181818181818182,82,1,0.9213483146067416
540,FR320021010030,6,2,0.8181818181818182,83,1,0.9325842696629213
541,FR320021010031,6,2,0.8181818181818182,83,1,0.9325842696629213
542,FR320021010032,8,2,0.8181818181818182,81,1,0.9101123595505618
543,FR320021010033,8,2,0.8181818181818182,81,1,0.9101123595505618
544,FR320021010034,7,3,0.7272727272727273,82,1,0.9213483146067416
545,FR320021010035,6,2,0.8181818181818182,83,1,0.9325842696629213
546,FR320021010036,8,2,0.8181818181818182,81,1,0.9101123595505618
547,FR320021010037,5,1,0.9090909090909091,84,1,0.9438202247191011
548,FR320021010038,8,3,0.7272727272727273,81,1,0.9101123595505618
549,FR320021010039,7,1,0.9090909090909091,82,1,0.9213483146067416
550,FR320021010040,8,3,0.7272727272727273,81,1,0.9101123595505618
551,FR320021010041,7,3,0.7272727272727273,82,1,0.9213483146067416
552,FR320021010042,6,2,0.8181818181818182,83,1,0.9325842696629213
553,FR320021010043,7,1,0.9090909090909091,82,1,0.9213483146067416
554,FR320021010044,8,2,0.8181818181818182,81,1,0.9101123595505618
555,FR320021010045,7,1,0.9090909090909091,82,1,0.9213483146067416
556,FR320021010046,27,6,0.8181818181818182,240,3,0.898876404494382
557,FR320021010047,8,1,0.9090909090909091,81,1,0.9101123595505618
558,FR320021010048,7,1,0.9090909090909091,82,1,0.9213483146067416
559,FR320021010049,9,2,0.8181818181818182,80,1,0.898876404494382
560,FR320021010050,8,2,0.8181818181818182,81,1,0.9101123595505618
561,FR320021010051,8,2,0.8181818181818182,81,1,0.9101123595505618
562,FR320021010052,8,1,0.9090909090909091,81,1,0.9101123595505618
563,FR320021010053,7,1,0.9090909090909091,82,1,0.9213483146067416
564,FR320021010054,7,1,0.9090909090909091,82,1,0.9213483146067416
565,FR320021010055,7,1,0.9090909090909091,82,1,0.9213483146067416
566,FR320021010056,7,1,0.9090909090909091,82,1,0.9213483146067416
567,FR320021010057,7,1,0.9090909090909091,82,1,0.9213483146067416
568,FR320021010058,8,2,0.8181818181818182,81,1,0.9101123595505618
569,FR320021010059,7,1,0.9090909090909091,82,1,0.9213483146067416
570,FR320021010060,8,2,0.8181818181818182,81,1,0.9101123595505618
571,FR320021010061,5,1,0.9090909090909091,84,1,0.9438202247191011
572,FR320021010062,7,1,0.9090909090909091,82,1,0.9213483146067416
573,FR320021010063,7,1,0.9090909090909091,82,1,0.9213483146067416
574,FR320021010064,7,1,0.9090909090909091,82,1,0.9213483146067416
575,FR320021010065,7,1,0.9090909090909091,82,1,0.9213483146067416
576,FR320021010066,7,1,0.9090909090909091,82,1,0.9213483146067416
577,FR320021010067,6,1,0.9090909090909091,83,1,0.9325842696629213
578,FR320021010068,7,1,0.9090909090909091,82,1,0.9213483146067416
579,FR320021010069,8,2,0.8181818181818182,81,1,0.9101123595505618
580,FR320021010070,6,2,0.8181818181818182,83,1,0.9325842696629213
581,FR320021010071,7,1,0.9090909090909091,82,1,0.9213483146067416
582,FR320021010072,7,1,0.9090909090909091,82,1,0.9213483146067416
583,FR320021010073,8,2,0.8181818181818182,81,1,0.9101123595505618
584,FR320021010074,8,2,0.8181818181818182,81,1,0.9101123595505618
585,FR320021010075,7,1,0.9090909090909091,82,1,0.9213483146067416
586,FR320021010076,7,1,0.9090909090909091,82,1,0.9213483146067416
587,FR320021010077,7,1,0.9090909090909091,82,1,0.9213483146067416
588,FR320021010078,7,1,0.9090909090909091,82,1,0.9213483146067416
589,FR320021010079,5,1,0.9090909090909091,84,1,0.9438202247191011
590,FR320021010080,5,1,0.9090909090909091,84,1,0.9438202247191011
591,FR320021010081,8,3,0.7272727272727273,81,1,0.9101123595505618
592,FR320021010082,6,2,0.8181818181818182,83,1,0.9325842696629213
593,FR320021010083,8,2,0.8181818181818182,81,1,0.9101123595505618
594,FR320021010084,7,1,0.9090909090909091,82,1,0.9213483146067416
595,FR320021010085,8,2,0.8181818181818182,81,1,0.9101123595505618
596,FR320021010086,7,1,0.9090909090909091,82,1,0.9213483146067416
597,FR320021010087,24,6,0.8181818181818182,243,3,0.9101123595505618
598,FR320021010088,7,2,0.8181818181818182,82,1,0.9213483146067416
599,FR320021010089,7,1,0.9090909090909091,82,1,0.9213483146067416
600,FR320021010090,5,1,0.9090909090909091,84,1,0.9438202247191011
601,FR320021010091,8,2,0.8181818181818182,81,1,0.9101123595505618
602,FR320021010092,6,2,0.8181818181818182,83,1,0.9325842696629213
603,FR320021010093,6,2,0.8181818181818182,83,1,0.9325842696629213
604,FR320021010094,8,2,0.8181818181818182,81,1,0.9101123595505618
605,FR320021010095,6,2,0.8181818181818182,83,1,0.9325842696629213
606,FR320021010096,6,2,0.8181818181818182,83,1,0.9325842696629213
607,FR320021010097,6,2,0.8181818181818182,83,1,0.9325842696629213
608,FR320021010098,7,1,0.9090909090909091,82,1,0.9213483146067416
609,FR320021010099,13,2,0.9090909090909091,165,2,0.9269662921348315
610,FR320021010100,6,2,0.8181818181818182,83,1,0.9325842696629213
611,FR320021010101,8,2,0.8181818181818182,81,1,0.9101123595505618
612,FR320021010102,8,2,0.8181818181818182,81,1,0.9101123595505618
613,FR320021010103,6,1,0.9090909090909091,83,1,0.9325842696629213
614,FR320021010104,5,1,0.9090909090909091,84,1,0.9438202247191011
615,FR320021010105,7,1,0.9090909090909091,82,1,0.9213483146067416
616,FR320021010106,6,2,0.8181818181818182,83,1,0.9325842696629213
617,FR320021010107,6,2,0.8181818181818182,83,1,0.9325842696629213
618,FR320021010108,7,1,0.9090909090909091,82,1,0.9213483146067416
619,FR320021010109,7,1,0.9090909090909091,82,1,0.9213483146067416
620,FR320021010110,7,1,0.9090909090909091,82,1,0.9213483146067416
621,FR320021010111,8,2,0.8181818181818182,81,1,0.9101123595505618
622,FR320021010112,6,2,0.8181818181818182,83,1,0.9325842696629213
623,FR320021010113,8,2,0.8181818181818182,81,1,0.9101123595505618
624,FR320021010114,6,2,0.8181818181818182,83,1,0.9325842696629213
625,FR320021010115,7,2,0.8181818181818182,82,1,0.9213483146067416
626,FR320021010116,7,1,0.9090909090909091,82,1,0.9213483146067416
627,FR320021010117,6,2,0.8181818181818182,83,1,0.9325842696629213
628,FR320021010118,6,2,0.8181818181818182,83,1,0.9325842696629213
629,FR320021010119,5,1,0.9090909090909091,84,1,0.9438202247191011
630,FR320021010120,7,2,0.8181818181818182,82,1,0.9213483146067416
631,FR320021010121,5,1,0.9090909090909091,84,1,0.9438202247191011
632,FR320021010122,8,2,0.8181818181818182,81,1,0.9101123595505618
633,FR320021010123,7,1,0.9090909090909091,82,1,0.9213483146067416
634,FR320021010124,8,2,0.8181818181818182,81,1,0.9101123595505618
635,FR320021010125,7,1,0.9090909090909091,82,1,0.9213483146067416
636,FR320021010126,8,2,0.8181818181818182,81,1,0.9101123595505618
637,FR320021010127,7,1,0.9090909090909091,82,1,0.9213483146067416
638,FR320021010128,8,1,0.9090909090909091,81,1,0.9101123595505618
639,FR320021010129,9,1,0.9090909090909091,80,1,0.898876404494382
640,FR320021010130,7,1,0.9090909090909091,82,1,0.9213483146067416
641,FR320021010131,7,1,0.9090909090909091,82,1,0.9213483146067416
642,FR320021010132,7,1,0.9090909090909091,82,1,0.9213483146067416
643,FR320021010133,6,2,0.8181818181818182,83,1,0.9325842696629213
644,FR320021010134,8,2,0.8181818181818182,81,1,0.9101123595505618
645,FR320021010135,8,2,0.8181818181818182,81,1,0.9101123595505618
646,FR320021010136,9,3,0.7272727272727273,80,1,0.898876404494382
647,FR320021010137,6,2,0.8181818181818182,83,1,0.9325842696629213
648,FR320021010138,8,2,0.8181818181818182,81,1,0.9101123595505618
649,FR320021010139,6,2,0.8181818181818182,83,1,0.9325842696629213
650,FR320021010140,8,2,0.8181818181818182,81,1,0.9101123595505618
651,FR320021010141,7,2,0.8181818181818182,82,1,0.9213483146067416
652,FR320021010142,8,2,0.8181818181818182,81,1,0.9101123595505618
653,FR320021010143,6,2,0.8181818181818182,83,1,0.9325842696629213
654,FR320021010144,7,2,0.8181818181818182,82,1,0.9213483146067416
655,FR320021010145,8,2,0.8181818181818182,81,1,0.9101123595505618
656,FR320021010146,6,2,0.8181818181818182,83,1,0.9325842696629213
657,FR320021010147,7,2,0.8181818181818182,82,1,0.9213483146067416
658,FR320021010148,6,2,0.8181818181818182,83,1,0.9325842696629213
659,FR320021010149,8,2,0.8181818181818182,81,1,0.9101123595505618
660,FR320021010150,6,2,0.8181818181818182,83,1,0.9325842696629213
661,FR320021010151,7,1,0.9090909090909091,82,1,0.9213483146067416
662,FR320021010152,7,2,0.8181818181818182,82,1,0.9213483146067416
663,FR320021010153,7,1,0.9090909090909091,82,1,0.9213483146067416
664,FR320021010154,6,2,0.8181818181818182,83,1,0.9325842696629213
665,FR320021010155,8,2,0.8181818181818182,81,1,0.9101123595505618
666,FR320021010156,8,2,0.8181818181818182,81,1,0.9101123595505618
667,FR320021010157,8,2,0.8181818181818182,81,1,0.9101123595505618
668,FR320021010158,7,1,0.9090909090909091,82,1,0.9213483146067416
669,FR320021010159,8,2,0.8181818181818182,81,1,0.9101123595505618
670,FR320021010160,7,1,0.9090909090909091,82,1,0.9213483146067416
671,FR320021010161,9,1,0.9090909090909091,80,1,0.898876404494382
672,FR320021010162,8,2,0.8181818181818182,81,1,0.9101123595505618
673,FR320021010163,8,2,0.8181818181818182,81,1,0.9101123595505618
674,FR320021010164,6,2,0.8181818181818182,83,1,0.9325842696629213
675,FR320021010165,6,2,0.8181818181818182,83,1,0.9325842696629213
676,FR320021010166,6,2,0.8181818181818182,83,1,0.9325842696629213
677,FR320021010167,7,1,0.9090909090909091,82,1,0.9213483146067416
678,FR320021010168,8,2,0.8181818181818182,81,1,0.9101123595505618
679,FR320021010169,7,1,0.9090909090909091,82,1,0.9213483146067416
680,FR320021010170,6,2,0.8181818181818182,83,1,0.9325842696629213
681,FR320021010171,6,2,0.8181818181818182,83,1,0.9325842696629213
682,FR320021010172,7,1,0.9090909090909091,82,1,0.9213483146067416
683,FR320021010173,7,1,0.9090909090909091,82,1,0.9213483146067416
684,FR320021010174,7,1,0.9090909090909091,82,1,0.9213483146067416
685,FR320021010175,7,2,0.8181818181818182,82,1,0.9213483146067416
686,FR320021010176,7,3,0.7272727272727273,82,1,0.9213483146067416
687,FR320021010177,8,2,0.8181818181818182,81,1,0.9101123595505618
688,FR320021010178,8,2,0.8181818181818182,81,1,0.9101123595505618
689,FR320021010179,8,2,0.8181818181818182,81,1,0.9101123595505618
690,FR320021010180,6,2,0.8181818181818182,83,1,0.9325842696629213
691,FR320021010181,9,2,0.8181818181818182,80,1,0.898876404494382
692,FR320021010182,6,2,0.8181818181818182,83,1,0.9325842696629213
693,FR320021010183,7,1,0.9090909090909091,82,1,0.9213483146067416
694,FR320021010184,8,2,0.8181818181818182,81,1,0.9101123595505618
695,FR320021010185,7,1,0.9090909090909091,82,1,0.9213483146067416
696,FR320021010186,7,2,0.8181818181818182,82,1,0.9213483146067416
697,FR320021010187,7,2,0.8181818181818182,82,1,0.9213483146067416
698,FR320021010188,8,2,0.8181818181818182,81,1,0.9101123595505618
699,FR320021010189,8,2,0.8181818181818182,81,1,0.9101123595505618
700,FR320021010190,6,2,0.8181818181818182,83,1,0.9325842696629213
701,FR320021010191,8,2,0.8181818181818182,81,1,0.9101123595505618
702,FR320021010192,8,2,0.8181818181818182,81,1,0.9101123595505618
703,FR320021010193,7,1,0.9090909090909091,82,1,0.9213483146067416
704,FR320021010194,7,1,0.9090909090909091,82,1,0.9213483146067416
705,FR320021010195,7,2,0.8181818181818182,82,1,0.9213483146067416
706,FR320021010196,6,2,0.8181818181818182,83,1,0.9325842696629213
707,FR320021010197,6,2,0.8181818181818182,83,1,0.9325842696629213
708,FR320021010198,7,2,0.8181818181818182,82,1,0.9213483146067416
709,FR320021010199,7,1,0.9090909090909091,82,1,0.9213483146067416
710,FR320021010200,9,3,0.7272727272727273,80,1,0.898876404494382
711,FR320021010201,7,1,0.9090909090909091,82,1,0.9213483146067416
712,FR320021010202,8,2,0.8181818181818182,81,1,0.9101123595505618
713,FR320021010203,8,1,0.9090909090909091,81,1,0.9101123595505618
714,FR320021010204,7,1,0.9090909090909091,82,1,0.9213483146067416
715,FR320021010205,8,2,0.8181818181818182,81,1,0.9101123595505618
716,FR320021010206,8,2,0.8181818181818182,81,1,0.9101123595505618
717,FR320021010207,8,2,0.8181818181818182,81,1,0.9101123595505618
718,FR320021010208,8,2,0.8181818181818182,81,1,0.9101123595505618
719,FR320021010209,8,2,0.8181818181818182,81,1,0.9101123595505618
720,FR320021010210,8,2,0.8181818181818182,81,1,0.9101123595505618
721,FR320021010211,7,3,0.7272727272727273,82,1,0.9213483146067416
722,FR320021010212,8,2,0.8181818181818182,81,1,0.9101123595505618
723,FR320021010213,8,2,0.8181818181818182,81,1,0.9101123595505618
724,FR320021010214,8,2,0.8181818181818182,81,1,0.9101123595505618
725,FR320021010215,8,2,0.8181818181818182,81,1,0.9101123595505618
726,FR320021010216,8,2,0.8181818181818182,81,1,0.9101123595505618
727,FR320021010217,6,2,0.8181818181818182,83,1,0.9325842696629213
728,FR320021010218,8,2,0.8181818181818182,81,1,0.9101123595505618
729,FR320021010219,6,2,0.8181818181818182,83,1,0.9325842696629213
730,FR320021010220,6,2,0.8181818181818182,83,1,0.9325842696629213
731,FR320021010221,6,2,0.8181818181818182,83,1,0.9325842696629213
732,FR320021010222,6,2,0.8181818181818182,83,1,0.9325842696629213
733,FR320021010223,8,2,0.8181818181818182,81,1,0.9101123595505618
734,FR320021010224,8,2,0.8181818181818182,81,1,0.9101123595505618
735,FR320021010225,7,1,0.9090909090909091,82,1,0.9213483146067416
736,FR320021010226,7,2,0.8181818181818182,82,1,0.9213483146067416
737,FR320021010227,8,2,0.8181818181818182,81,1,0.9101123595505618
738,FR320021010228,6,2,0.8181818181818182,83,1,0.9325842696629213
739,FR320021010229,8,2,0.8181818181818182,81,1,0.9101123595505618
740,FR320021010230,6,2,0.8181818181818182,83,1,0.9325842696629213
741,FR320021010231,7,1,0.9090909090909091,82,1,0.9213483146067416
742,FR320021010232,8,2,0.8181818181818182,81,1,0.9101123595505618
743,FR320021010233,8,2,0.8181818181818182,81,1,0.9101123595505618
744,FR320021010234,8,2,0.8181818181818182,81,1,0.9101123595505618
745,FR320021010235,7,1,0.9090909090909091,82,1,0.9213483146067416
746,FR320021010236,8,2,0.8181818181818182,81,1,0.9101123595505618
747,FR320021010237,8,2,0.8181818181818182,81,1,0.9101123595505618
748,FR320021010238,8,2,0.8181818181818182,81,1,0.9101123595505618
749,FR320021010239,8,2,0.8181818181818182,81,1,0.9101123595505618
750,FR320021010240,8,2,0.8181818181818182,81,1,0.9101123595505618
751,FR320021010241,7,1,0.9090909090909091,82,1,0.9213483146067416
752,FR320021010242,8,2,0.8181818181818182,81,1,0.9101123595505618
753,FR120022010000,9,1,0.9090909090909091,80,1,0.898876404494382
754,FR220022010000,9,1,0.9090909090909091,80,1,0.898876404494382
755,FR220022010001,7,1,0.9090909090909091,82,1,0.9213483146067416
756,FR220022010002,7,1,0.9090909090909091,82,1,0.9213483146067416
757,FR220022010003,9,3,0.7272727272727273,80,1,0.898876404494382
758,FR220022010004,7,1,0.9090909090909091,82,1,0.9213483146067416
759,FR220022010005,6,2,0.8181818181818182,83,1,0.9325842696629213
760,FR220022010006,8,2,0.8181818181818182,81,1,0.9101123595505618
761,FR220022010007,8,2,0.8181818181818182,81,1,0.9101123595505618
762,FR220022010008,8,2,0.8181818181818182,81,1,0.9101123595505618
763,FR220022010009,8,2,0.8181818181818182,81,1,0.9101123595505618
764,FR220022010010,7,1,0.9090909090909091,82,1,0.9213483146067416
765,FR220022010011,8,2,0.8181818181818182,81,1,0.9101123595505618
766,FR220022010012,7,1,0.9090909090909091,82,1,0.9213483146067416
767,FR220022010013,8,2,0.8181818181818182,81,1,0.9101123595505618
768,FR220022010014,8,2,0.8181818181818182,81,1,0.9101123595505618
769,FR220022010015,7,1,0.9090909090909091,82,1,0.9213483146067416
770,FR220022010016,6,2,0.8181818181818182,83,1,0.9325842696629213
771,FR220022010017,7,1,0.9090909090909091,82,1,0.9213483146067416
772,FR220022010018,7,1,0.9090909090909091,82,1,0.9213483146067416
773,FR220022010019,7,1,0.9090909090909091,82,1,0.9213483146067416
774,FR220022010020,7,2,0.8181818181818182,83,1,0.9222222222222223
775,FR220022010021,5,1,0.9090909090909091,84,1,0.9438202247191011
776,FR220022010022,7,1,0.9090909090909091,82,1,0.9213483146067416
777,FR220022010023,7,1,0.9090909090909091,82,1,0.9213483146067416
778,FR220022010024,7,1,0.9090909090909091,82,1,0.9213483146067416
779,FR220022010025,7,1,0.9090909090909091,82,1,0.9213483146067416
780,FR220022010026,7,1,0.9090909090909091,82,1,0.9213483146067416
781,FR220022010027,6,2,0.8181818181818182,83,1,0.9325842696629213
782,FR220022010028,7,1,0.9090909090909091,82,1,0.9213483146067416
783,FR220022010029,7,1,0.9090909090909091,82,1,0.9213483146067416
784,FR220022010030,7,1,0.9090909090909091,82,1,0.9213483146067416
785,FR220022010031,7,1,0.9090909090909091,82,1,0.9213483146067416
786,FR220022010032,7,1,0.9090909090909091,82,1,0.9213483146067416
787,FR220022010033,8,2,0.8181818181818182,81,1,0.9101123595505618
788,FR220022010034,8,1,0.9090909090909091,81,1,0.9101123595505618
789,FR220022010035,8,2,0.8181818181818182,81,1,0.9101123595505618
790,FR220022010036,8,2,0.8181818181818182,81,1,0.9101123595505618
791,FR220022010037,8,2,0.8181818181818182,81,1,0.9101123595505618
792,FR220022010038,7,1,0.9090909090909091,82,1,0.9213483146067416
793,FR220022010039,8,2,0.8181818181818182,81,1,0.9101123595505618
794,FR320021010243,10,2,0.8181818181818182,79,1,0.8876404494382022
795,FR320021010244,5,1,0.9090909090909091,84,1,0.9438202247191011
796,FR320021010245,7,3,0.7272727272727273,82,1,0.9213483146067416
797,FR320021010246,8,2,0.8181818181818182,81,1,0.9101123595505618
798,FR320021010247,6,2,0.8181818181818182,83,1,0.9325842696629213
799,FR320021010248,7,1,0.9090909090909091,82,1,0.9213483146067416
800,FR320021010249,8,2,0.8181818181818182,81,1,0.9101123595505618
801,FR320021010250,8,1,0.9090909090909091,81,1,0.9101123595505618
802,FR320021010251,7,1,0.9090909090909091,82,1,0.9213483146067416
803,FR320021010252,9,1,0.9090909090909091,80,1,0.898876404494382
804,FR320021010253,7,1,0.9090909090909091,82,1,0.9213483146067416
805,FR320021010254,9,1,0.9090909090909091,80,1,0.898876404494382
806,FR120027030000,10,2,0.8181818181818182,79,1,0.8876404494382022
807,FR120027030001,9,2,0.8181818181818182,80,1,0.898876404494382
808,FR120027030002,8,2,0.8181818181818182,81,1,0.9101123595505618
809,FR220024030000,10,2,0.8181818181818182,79,1,0.8876404494382022
810,FR220026030000,9,1,0.9090909090909091,80,1,0.898876404494382
811,FR220026030001,6,2,0.8181818181818182,83,1,0.9325842696629213
812,FR220026030002,9,2,0.8181818181818182,80,1,0.898876404494382
813,FR220027030000,8,2,0.8181818181818182,81,1,0.9101123595505618
814,FR220027030001,8,2,0.8181818181818182,81,1,0.9101123595505618
815,FR220027030002,8,1,0.9090909090909091,81,1,0.9101123595505618
816,FR220027030003,4,1,0.9090909090909091,85,1,0.9550561797752809
817,FR220027030004,8,1,0.9090909090909091,81,1,0.9101123595505618
818,FR220027030005,6,1,0.9090909090909091,83,1,0.9325842696629213
819,FR220027030006,6,1,0.9090909090909091,83,1,0.9325842696629213
820,FR220027030007,6,2,0.8181818181818182,83,1,0.9325842696629213
821,FR220027030008,8,2,0.8181818181818182,81,1,0.9101123595505618
822,FR220027030009,9,2,0.8181818181818182,80,1,0.898876404494382
823,FR220027030010,6,1,0.9090909090909091,83,1,0.9325842696629213
824,FR220027030011,6,1,0.9090909090909091,83,1,0.9325842696629213
825,FR220027030012,9,1,0.9090909090909091,80,1,0.898876404494382
826,FR220027030013,9,2,0.8181818181818182,80,1,0.898876404494382
827,FR220027030014,8,2,0.8181818181818182,81,1,0.9101123595505618
828,FR220027030015,10,2,0.8181818181818182,79,1,0.8876404494382022
829,FR220027030016,9,1,0.9090909090909091,80,1,0.898876404494382
830,FR220027030017,8,2,0.8181818181818182,81,1,0.9101123595505618
831,FR220027030018,9,1,0.9090909090909091,80,1,0.898876404494382
832,FR220027030019,10,2,0.8181818181818182,79,1,0.8876404494382022
833,FR220027030020,10,2,0.8181818181818182,79,1,0.8876404494382022
834,FR220027030021,8,1,0.9090909090909091,81,1,0.9101123595505618
835,FR220027030022,8,1,0.9090909090909091,81,1,0.9101123595505618
836,FR220027030023,9,2,0.8181818181818182,80,1,0.898876404494382
837,FR220027030024,7,1,0.9090909090909091,82,1,0.9213483146067416
838,FR220027030025,8,2,0.8181818181818182,81,1,0.9101123595505618
839,FR220027030026,10,2,0.8181818181818182,79,1,0.8876404494382022
840,FR220027030027,8,2,0.8181818181818182,81,1,0.9101123595505618
841,FR220027030028,9,2,0.8181818181818182,80,1,0.898876404494382
842,FR220027030029,8,2,0.8181818181818182,81,1,0.9101123595505618
843,FR220027030030,9,2,0.8181818181818182,80,1,0.898876404494382
844,FR220027030031,8,2,0.8181818181818182,81,1,0.9101123595505618
845,FR220027030032,6,2,0.8181818181818182,83,1,0.9325842696629213
846,FR320023030216,7,1,0.9090909090909091,82,1,0.9213483146067416
847,FR320023030217,9,2,0.8181818181818182,80,1,0.898876404494382
848,FR320023030265,7,1,0.9090909090909091,82,1,0.9213483146067416
849,FR320023030267,6,1,0.9090909090909091,83,1,0.9325842696629213
850,FR320023030269,4,1,0.9090909090909091,85,1,0.9550561797752809
851,FR320023030271,6,1,0.9090909090909091,83,1,0.9325842696629213
852,FR320023030275,6,1,0.9090909090909091,83,1,0.9325842696629213
853,FR320023030276,8,2,0.8181818181818182,81,1,0.9101123595505618
854,FR320023030277,7,1,0.9090909090909091,82,1,0.9213483146067416
855,FR320023030278,6,1,0.9090909090909091,83,1,0.9325842696629213
856,FR320023030279,6,1,0.9090909090909091,83,1,0.9325842696629213
857,FR320023030280,7,1,0.9090909090909091,82,1,0.9213483146067416
858,FR320023030281,6,2,0.8181818181818182,83,1,0.9325842696629213
859,FR120028010000,11,1,0.9090909090909091,78,1,0.8764044943820225
860,FR120028010001,7,1,0.9090909090909091,82,1,0.9213483146067416
861,FR120028010002,8,1,0.9090909090909091,81,1,0.9101123595505618
862,FR120028010003,7,1,0.9090909090909091,82,1,0.9213483146067416
863,FR120028010004,7,1,0.9090909090909091,82,1,0.9213483146067416
864,FR220028010000,8,1,0.9090909090909091,81,1,0.9101123595505618
865,FR220028010001,7,1,0.9090909090909091,82,1,0.9213483146067416
866,FR220028010002,7,1,0.9090909090909091,82,1,0.9213483146067416
867,FR220028010003,7,1,0.9090909090909091,82,1,0.9213483146067416
868,FR220028010004,9,1,0.9090909090909091,80,1,0.898876404494382
869,FR220028010005,7,1,0.9090909090909091,82,1,0.9213483146067416
870,FR220028010006,7,1,0.9090909090909091,82,1,0.9213483146067416
871,FR220028010007,4,1,0.9090909090909091,85,1,0.9550561797752809
872,FR220028010008,9,1,0.9090909090909091,80,1,0.898876404494382
873,FR220028010009,7,1,0.9090909090909091,82,1,0.9213483146067416
874,FR220028010010,7,1,0.9090909090909091,82,1,0.9213483146067416
875,FR220028010011,7,1,0.9090909090909091,82,1,0.9213483146067416
876,FR220028010012,7,1,0.9090909090909091,82,1,0.9213483146067416
877,FR220028010013,7,1,0.9090909090909091,82,1,0.9213483146067416
878,FR220028010014,5,1,0.9090909090909091,84,1,0.9438202247191011
879,FR220028010015,8,1,0.9090909090909091,81,1,0.9101123595505618
880,FR220028010016,7,1,0.9090909090909091,82,1,0.9213483146067416
881,FR220028010017,9,1,0.9090909090909091,80,1,0.898876404494382
882,FR220028010018,7,1,0.9090909090909091,82,1,0.9213483146067416
883,FR220028010019,8,1,0.9090909090909091,81,1,0.9101123595505618
884,FR220028010020,8,1,0.9090909090909091,81,1,0.9101123595505618
885,FR220028010021,8,2,0.8181818181818182,81,1,0.9101123595505618
886,FR220028010022,7,1,0.9090909090909091,82,1,0.9213483146067416
887,FR220028010023,7,1,0.9090909090909091,82,1,0.9213483146067416
888,FR220028010024,8,1,0.9090909090909091,82,1,0.9111111111111111
889,FR220028010025,7,1,0.9090909090909091,82,1,0.9213483146067416
890,FR220028010026,7,1,0.9090909090909091,82,1,0.9213483146067416
891,FR220028010027,8,1,0.9090909090909091,81,1,0.9101123595505618
892,FR220028010028,7,1,0.9090909090909091,82,1,0.9213483146067416
893,FR220028010029,7,1,0.9090909090909091,82,1,0.9213483146067416
894,FR220028010030,7,1,0.9090909090909091,82,1,0.9213483146067416
895,FR220028010031,8,1,0.9090909090909091,81,1,0.9101123595505618
896,FR220028010032,11,2,0.8181818181818182,78,1,0.8764044943820225
897,FR220028010033,7,1,0.9090909090909091,82,1,0.9213483146067416
898,FR220028010034,10,1,0.9090909090909091,79,1,0.8876404494382022
899,FR220028010035,9,2,0.8181818181818182,80,1,0.898876404494382
900,FR220028010036,8,1,0.9090909090909091,81,1,0.9101123595505618
901,FR220028010037,9,2,0.8181818181818182,80,1,0.898876404494382
902,FR220028010038,8,1,0.9090909090909091,81,1,0.9101123595505618
903,FR220028010039,9,1,0.9090909090909091,81,1,0.9
904,FR220028010040,7,1,0.9090909090909091,82,1,0.9213483146067416
905,FR220028010041,7,1,0.9090909090909091,82,1,0.9213483146067416
906,FR220028010042,7,1,0.9090909090909091,82,1,0.9213483146067416
907,FR220028010043,7,1,0.9090909090909091,82,1,0.9213483146067416
908,FR220028010044,9,2,0.8181818181818182,80,1,0.898876404494382
909,FR220028010045,7,1,0.9090909090909091,82,1,0.9213483146067416
910,FR220028010046,4,1,0.9090909090909091,85,1,0.9550561797752809
911,FR220028010047,7,1,0.9090909090909091,82,1,0.9213483146067416
912,FR220028010048,7,1,0.9090909090909091,82,1,0.9213483146067416
913,FR220028010049,13,2,0.8181818181818182,76,1,0.8539325842696629
914,FR220028010050,7,1,0.9090909090909091,82,1,0.9213483146067416
915,FR220028010051,9,1,0.9090909090909091,80,1,0.898876404494382
916,FR220028010052,11,1,0.9090909090909091,78,1,0.8764044943820225
917,FR220028010053,7,1,0.9090909090909091,82,1,0.9213483146067416
918,FR220028010054,7,1,0.9090909090909091,82,1,0.9213483146067416
919,FR220028010055,9,1,0.9090909090909091,80,1,0.898876404494382
920,FR220028010056,8,1,0.9090909090909091,81,1,0.9101123595505618
921,FR220028010057,7,1,0.9090909090909091,82,1,0.9213483146067416
922,FR220028010058,8,1,0.9090909090909091,81,1,0.9101123595505618
923,FR220028010059,7,1,0.9090909090909091,82,1,0.9213483146067416
924,FR220028010060,7,1,0.9090909090909091,82,1,0.9213483146067416
